NLOS,RANGE,FP_IDX,FP_AMP1,FP_AMP2,FP_AMP3,CIR_PWR,STDEV_NOISE,MAX_NOISE,RXPACC
1,6.77,749,7484,10937,8178,4166,108,1638,1024
0,1.72,747,15775,16683,11996,7687,40,986,268
0,4.19,750,8954,5624,10939,18190,112,1683,454
1,6.18,751,11500,17659,10836,11862,56,1115,348
0,6.22,744,3723,4901,2927,11366,52,1190,296
0,0.29,744,18449,17853,11567,11208,76,2023,271
0,3.95,749,3622,10560,17046,11163,52,1143,307
0,3.97,749,5862,5905,3747,9983,80,1698,350
0,2.54,749,13203,16974,12924,11588,92,2185,280
1,5.55,742,5747,3071,2745,9220,72,1084,1024
0,3.34,751,12920,6543,10923,8969,60,1021,490
0,2.34,750,1921,16635,15746,9779,52,1190,287
0,3.81,750,8245,16644,13947,6200,48,870,384
0,2.0,749,3547,11872,12964,10843,72,1830,265
1,1.65,748,5831,7652,11444,7149,248,3811,1024
0,2.65,747,2705,15477,16571,8400,32,734,288
0,5.87,747,4874,4764,2746,10493,40,764,354
0,5.33,751,5890,20111,16448,8245,64,1332,374
0,5.04,744,14386,9589,10054,10554,84,1238,653
1,5.53,740,1745,4056,4183,16072,60,900,798
1,7.5,744,10562,13781,10412,9436,84,1239,1025
1,4.81,744,5198,2064,2699,3220,80,1184,1024
1,3.58,747,5020,11947,10230,22750,72,1070,801
0,2.65,745,7173,14099,8169,16321,72,1412,368
0,1.62,749,9938,19335,12981,14013,48,910,404
1,1.25,748,1343,17834,17193,7270,92,2124,311
1,5.39,736,2176,3103,4185,2606,112,1674,1024
0,6.34,750,5841,17431,13407,6786,72,1073,835
1,6.2,744,8152,8825,9340,5308,116,1779,1025
1,4.52,739,1238,2259,3981,8704,80,1199,1024
0,2.73,748,13868,18499,16232,9963,40,793,375
1,4.16,746,10207,3278,2659,10149,48,956,375
1,3.22,745,2985,984,988,270,56,841,672
1,3.14,740,4222,1767,3021,10306,64,959,919
1,2.97,744,3274,3455,4578,2320,84,1250,1024
1,2.65,751,3473,15485,17879,11659,48,714,501
0,0.86,751,19812,19216,16122,11686,76,1934,298
0,3.52,744,10653,17367,14215,22244,100,1499,518
1,5.74,746,15455,14041,10172,8206,64,963,1024
0,3.31,749,11456,18182,14960,8359,60,1313,328
1,4.06,742,2372,2977,2006,1508,92,1368,1024
0,6.38,747,11233,2253,1863,9277,80,1329,460
1,2.99,751,57,16574,17397,8944,52,881,415
0,1.86,743,1325,5694,4011,12082,32,778,310
0,2.21,748,7545,9882,7760,10514,80,1965,264
0,2.94,747,13388,18529,17812,10071,52,1297,293
1,5.11,742,2065,4206,4746,16633,64,950,761
1,3.6,744,7556,17550,16867,8242,60,905,636
1,0.9,750,3108,19332,18661,10511,60,1615,282
0,3.6,747,5581,11167,7819,13197,60,902,715
0,4.36,747,3532,3351,2003,11653,100,1817,376
1,4.37,744,2859,1536,1248,2193,80,1197,1024
1,8.43,741,1677,816,2030,11150,64,979,1024
1,5.64,748,1698,7599,6450,1468,80,1223,1024
1,4.91,745,3845,5268,4022,2606,80,1182,1024
0,2.7,748,5463,12099,9252,8377,40,958,292
0,3.33,751,594,5273,7711,14077,48,911,377
0,1.86,747,16286,16827,15512,8586,68,1756,259
1,6.02,746,14795,16417,18111,15361,100,1506,875
0,0.73,746,17758,17206,11712,13723,92,2341,273
1,8.01,744,7938,10383,7256,9789,96,1406,1025
0,0.59,745,16522,17269,10361,12753,56,1493,263
0,3.24,748,11376,13234,11670,12414,56,1169,318
0,1.14,743,8929,15337,8373,12236,48,1145,297
0,1.11,745,17437,16276,14479,11776,72,1839,275
1,2.97,746,2879,4142,3408,1309,80,1191,992
1,6.34,742,6770,9180,5334,2755,124,1865,1025
1,2.06,749,3436,10253,13838,6290,76,1150,1024
0,2.38,744,5008,18561,16869,12109,96,2248,303
0,4.6,743,13910,11335,9736,11741,64,951,656
0,4.66,746,14594,18411,10635,11292,60,887,695
0,3.34,743,12074,16480,10788,10507,48,729,479
0,1.74,749,14559,3515,12503,10912,80,2067,263
1,4.02,749,4441,11827,10787,3286,88,1304,1024
0,1.65,748,12880,9765,11511,19487,112,1999,412
0,2.47,744,3652,10429,6512,9179,68,1676,270
0,1.63,747,4935,10611,10903,7559,40,797,370
1,3.62,745,6704,4050,2867,4265,76,1125,1024
0,4.24,751,10406,12167,14840,9760,52,1183,296
1,8.54,742,2641,709,1952,5256,76,1134,1024
0,6.38,744,3712,17088,16718,6551,36,792,307
0,2.53,745,7578,13054,9729,22107,92,1374,523
0,5.16,744,2786,14351,12767,11567,60,905,801
1,2.9,747,8606,1993,1686,6882,76,1127,1024
1,5.8,750,3411,4552,6553,5647,72,1097,1024
0,3.69,745,11741,16823,11388,5951,40,759,352
1,4.67,749,5935,8729,6495,4394,88,1305,1024
0,2.57,748,9297,14620,13102,13580,80,1821,314
1,5.04,724,1075,3477,2219,1541,76,1150,1025
0,0.89,750,11419,8534,9637,13365,48,1009,332
0,1.76,746,125,10452,11851,11654,44,705,504
1,8.57,736,649,1185,923,5651,68,1019,1024
0,2.89,748,16837,18222,11575,8268,104,2183,353
0,0.46,742,17958,17417,15607,10308,88,2321,263
1,7.18,748,13865,16202,17868,25922,60,891,654
1,7.76,747,3925,4368,2609,18836,76,1128,941
1,9.94,747,4902,4453,4760,2953,88,1316,1024
0,0.89,748,14605,13230,11271,10326,44,1013,342
0,1.77,747,8557,16237,18152,17785,84,1659,375
1,1.37,751,3690,18502,17959,8512,40,796,372
1,3.08,747,11550,11059,8913,11251,64,950,634
0,1.13,747,4308,20379,18971,11703,108,2725,306
1,6.11,746,9661,17733,14093,29812,64,960,564
0,2.19,746,4103,18271,16104,9999,44,1098,285
1,5.45,738,921,1259,876,303,60,896,544
0,3.65,744,17135,12830,9209,15340,68,1006,727
0,6.53,747,10388,17623,15169,15295,84,1543,407
0,1.96,743,18612,17837,10036,12702,68,1605,300
1,9.81,733,2186,2107,1713,2520,76,1127,1025
1,5.27,741,2803,349,919,10548,60,898,670
0,1.36,749,20028,20137,15448,10732,44,1140,303
0,5.23,743,10007,16892,10626,8740,64,962,700
1,9.0,748,112,11709,7613,12236,72,1091,1025
0,3.13,749,16483,19230,17953,17371,48,773,483
0,2.33,748,3243,9244,7133,9023,44,747,434
0,1.65,744,4390,20015,16775,10731,52,1328,308
1,3.0,746,9966,13801,8194,4210,68,1026,1024
0,3.73,746,5527,19429,12635,12540,40,760,405
0,1.49,749,19440,19301,15229,11055,76,1940,290
1,4.37,743,10424,12428,8779,7021,68,1020,1024
1,8.66,747,7493,5199,3667,7885,60,904,687
0,2.95,748,2596,11928,13380,14434,84,1736,345
1,3.46,744,6167,2861,2145,15864,72,1079,1024
0,0.82,744,16026,19354,12789,8936,44,1136,293
1,10.96,735,718,748,1636,3417,72,1072,1025
0,2.43,748,17525,19636,14341,12763,52,922,448
0,5.98,741,9640,1420,1478,10199,56,839,633
0,1.81,749,8364,17478,17165,9588,88,2261,262
1,8.44,746,6250,4669,3182,11361,76,1133,1024
1,6.47,743,7742,4873,4177,4741,64,979,1024
1,9.77,739,1230,1533,1289,3651,80,1197,1025
0,1.78,748,13197,18203,12365,9958,48,1092,318
0,1.13,750,5744,4258,5647,9687,44,872,352
1,1.79,749,1353,3467,3265,7914,48,817,451
1,9.17,749,7111,12197,8512,6970,76,1131,1024
0,2.65,744,13803,18473,14718,7026,48,1294,275
0,1.13,749,16770,18863,16803,11864,96,2545,275
0,1.8,745,14847,19171,14291,13359,116,2700,315
1,6.17,745,5030,11271,7669,4474,292,4456,1024
0,1.71,745,1193,18643,16035,16817,68,1277,398
0,1.27,746,166,16601,17379,11361,68,1602,291
1,4.71,746,10739,16733,12545,6740,80,1192,1024
0,2.52,744,14385,19969,15176,17631,76,1334,434
1,9.06,746,3147,8977,7782,11715,72,1064,1024
0,2.47,749,17886,20476,12068,12731,44,873,411
1,4.99,747,1754,7169,6973,3225,76,1138,1024
1,5.02,748,4294,11529,10595,6830,40,612,452
1,1.38,743,14491,17587,10462,9923,72,1879,267
0,0.34,747,18907,15834,13537,11526,80,2118,278
0,4.25,750,6527,10209,5924,8699,60,997,422
1,8.85,743,5366,6357,5073,5181,76,1139,1025
1,0.91,746,5937,16827,14521,7300,48,1193,270
1,8.25,729,1304,1135,1332,4484,68,1027,1025
0,0.43,747,3875,13064,8499,9800,56,1315,277
1,1.51,751,12503,18080,17523,7734,76,1901,284
1,1.09,746,1321,2976,2054,6033,108,2191,345
0,3.59,748,11569,14372,9497,11244,64,951,554
0,1.42,744,10812,18573,12302,8193,40,755,397
1,4.97,744,2271,2345,1399,8512,60,917,1024
0,4.26,748,5978,15189,14937,14252,52,783,553
0,2.16,744,11040,18719,14416,7079,52,1143,337
0,2.53,744,17801,19323,12496,9688,80,2044,293
0,4.6,750,3139,16076,17741,6275,44,1051,291
0,0.26,746,17489,18462,15985,10884,92,2418,268
0,0.74,749,3168,16710,16645,11418,68,1671,262
0,3.25,746,12669,17257,16404,21901,68,1022,471
0,2.86,745,15205,17222,10261,6362,60,1432,286
0,3.74,749,13450,11281,12816,15020,76,1136,704
0,4.34,743,11355,16996,12620,18030,48,731,483
0,3.85,751,2548,6450,7474,9480,84,1861,313
0,0.72,747,16862,19499,16108,12052,64,1622,290
0,4.38,749,7925,19718,19510,10288,44,1142,303
1,5.0,746,5060,4386,4266,9072,72,1073,1024
1,5.99,739,398,1343,1986,1588,80,1192,1024
1,1.14,744,18427,20127,14933,12001,80,2025,309
0,1.04,746,8658,11062,10169,12021,92,2068,283
0,2.61,745,4837,7562,4477,12648,60,1374,299
0,0.78,749,10867,17297,10773,15799,136,2932,311
1,1.85,743,6728,6929,7756,9726,76,1137,1024
1,6.05,746,5669,3347,3992,3179,240,3704,1024
0,4.83,750,2547,9336,14010,11407,76,1126,565
0,6.0,744,15298,17703,13578,6355,68,1711,279
0,0.77,746,9919,19633,17714,11043,88,2324,281
0,2.39,747,10743,13333,10051,19902,72,1228,472
0,3.08,747,10497,9378,10239,10355,48,717,521
0,2.18,749,5567,19767,16843,9572,44,880,392
1,7.38,740,4791,1573,2981,10215,60,911,1024
1,3.2,747,72,16853,17335,8849,40,651,450
0,1.0,751,17593,16046,13244,9927,48,1181,274
0,3.19,748,7445,1316,1390,6816,44,745,398
1,5.07,746,10138,9006,5741,5371,72,1080,1024
1,3.25,740,2454,4747,4093,3433,76,1145,1024
0,1.06,746,9869,18791,12099,12920,84,2200,288
0,1.56,751,13124,17861,12809,10958,60,1583,265
0,4.82,746,7042,8618,6858,15484,88,1761,380
1,2.6,747,10453,15104,10621,9768,76,1141,1024
1,1.39,748,12464,17866,10769,10368,60,897,479
1,3.87,747,2215,5328,6175,4657,72,1071,1024
0,2.22,752,101,16120,16561,13984,52,1196,335
1,4.77,749,10040,18408,15865,8264,68,1020,1024
1,6.78,742,6577,3340,3209,17905,68,1155,412
0,5.06,746,14584,20399,13097,8826,60,1251,398
1,4.98,749,6751,14555,18740,9429,80,1532,395
0,5.07,750,10402,8982,12540,13122,64,964,745
0,2.97,749,9541,17855,14605,7554,88,1856,344
1,5.11,741,717,3420,2282,2916,80,1198,1024
1,4.91,746,3778,4806,3381,5004,80,1191,1024
1,9.37,747,3338,2887,2403,5634,76,1131,1024
1,5.25,740,2552,5060,5176,2316,72,1075,1024
0,4.78,747,4455,7144,7942,14713,68,1014,531
1,8.66,740,3325,3955,2636,13874,76,1126,1025
0,0.91,745,19679,19845,17142,11845,64,1712,294
1,4.62,748,3623,6935,10002,3113,88,1305,1024
0,1.38,749,10202,13138,12652,15772,48,715,441
0,3.86,744,13196,16453,9854,7021,44,746,384
0,5.58,749,15687,16725,15109,16590,48,868,403
0,4.42,745,4131,5834,5488,10513,84,1527,372
0,0.96,748,17751,17632,16612,11682,84,2134,265
0,3.59,746,17504,19095,11933,14081,60,1309,342
0,0.91,745,16134,17585,17558,10749,76,2021,261
1,6.16,740,4511,3914,2575,1659,76,1139,1024
1,4.99,744,7680,14507,10829,6309,68,1017,1024
1,4.85,724,2697,3664,2285,3723,76,1128,1024
1,1.14,745,6304,17372,12027,6255,48,735,491
1,5.98,744,3593,5855,7427,2720,88,1342,1024
1,6.03,743,7912,3737,3294,8119,80,1189,1024
1,5.91,748,7935,10156,6817,4164,128,1937,1024
0,0.99,748,4153,14044,11081,14505,136,3486,318
0,0.75,750,15557,20368,17753,16063,116,2969,312
1,3.82,742,8256,7399,4567,8884,96,1440,918
1,1.55,744,8653,12950,9687,13294,60,888,678
1,5.7,743,12591,9398,6047,11040,56,846,708
1,4.68,750,13643,17312,12580,13805,52,780,633
0,4.84,749,10275,19155,14556,8352,44,1049,324
1,5.38,745,6742,6772,5434,5816,80,1196,1024
0,0.72,748,2902,965,1055,10492,40,883,305
0,6.62,750,13307,19263,16707,8386,44,1099,301
1,8.49,737,1545,2965,2919,6143,72,1076,1025
1,1.14,751,3174,14734,18251,7698,44,1010,310
1,5.99,749,6016,10584,9164,4054,308,4723,1024
1,4.85,746,4248,7712,6515,3821,76,1132,1024
1,5.33,734,2763,2128,1320,1917,76,1145,992
0,2.56,745,3988,19857,19592,12733,52,1290,313
0,5.46,751,6763,17212,18000,7605,84,1687,365
0,3.5,745,15502,18042,10924,13871,64,957,606
1,4.39,748,10209,8657,8414,18390,52,789,758
0,1.78,749,3269,11518,9026,7877,36,970,274
0,3.57,746,12527,17210,15319,8816,40,836,331
1,5.19,746,2757,2114,1539,8156,72,1071,1024
0,3.5,743,14088,19898,12562,13010,44,922,376
0,0.22,751,17649,20419,19906,13734,76,1951,316
0,2.48,743,5314,4681,4250,8699,40,802,338
1,3.53,743,6989,6411,5486,3504,80,1202,1024
1,2.82,742,4180,7339,4487,9533,48,722,562
1,5.35,746,2673,4037,2691,2269,88,1319,1024
1,5.87,741,1409,1634,1643,718,84,1281,928
0,3.89,744,11541,16613,14287,7997,60,894,456
1,5.47,748,3956,5955,4570,2448,88,1333,1024
1,8.84,741,899,1102,682,6342,68,1022,1025
0,2.49,750,16466,10279,7523,12008,68,1754,281
0,1.32,745,16732,18314,18225,12677,56,1485,276
0,4.06,747,6572,10996,9304,9878,48,724,558
1,8.39,742,7667,8334,5877,8565,60,929,1025
0,0.66,747,4392,10091,7117,9808,52,1239,279
1,3.71,745,5605,8629,9003,6884,80,1188,1024
0,5.29,750,12010,16472,10296,5286,56,1305,290
1,10.48,727,381,841,1235,1739,68,1017,961
0,3.23,743,10075,16121,9538,18687,92,1580,426
1,4.21,746,4774,9155,8467,8596,52,792,619
1,1.37,744,8022,16717,12374,10412,84,1255,1024
0,3.34,744,17553,17620,14269,12824,52,783,568
0,4.79,750,13463,9834,5941,17688,60,884,496
1,7.3,747,7057,9166,7828,13770,64,1227,358
0,2.58,746,16477,10612,14441,11612,44,959,355
0,2.69,749,10698,15171,18808,19288,124,2583,362
0,0.66,751,5811,6731,11303,10896,132,3341,303
0,6.42,745,6552,10249,8405,8550,68,1022,596
1,7.92,742,1199,1130,707,11115,64,958,1024
1,1.78,747,6634,19411,17535,11674,96,1441,760
1,5.78,748,13299,1571,2199,11415,44,838,438
1,1.41,748,10188,16279,16675,9928,44,1025,294
1,8.42,749,3207,2971,3303,7478,60,891,554
1,10.19,736,2539,2157,1438,2212,80,1191,1025
0,0.93,743,9304,18331,12993,8567,36,930,279
0,1.72,749,17194,17040,14986,8798,48,1231,265
1,4.69,741,5436,1895,4913,1687,76,1139,1024
0,0.39,745,12844,12262,15855,13011,92,2292,273
0,3.24,746,9774,17749,15031,10339,88,1338,471
0,3.64,747,8427,12653,11458,15784,60,905,534
0,1.75,747,4300,18714,18533,13565,36,613,434
1,4.55,742,4058,2118,3487,3171,84,1243,1024
1,9.13,749,8235,7882,7468,15273,72,1071,1025
0,1.65,750,11730,20294,14074,11563,44,1017,358
1,4.69,742,3833,1593,2761,3154,72,1082,1024
0,1.17,745,14774,2800,4384,8839,44,874,348
1,5.39,739,2877,2819,2184,955,72,1080,1024
0,5.55,748,6802,18336,17736,8088,52,998,389
1,2.79,750,6890,11259,8769,4364,84,1258,1024
1,4.8,742,5611,4770,2973,14336,76,1123,763
1,1.65,739,2318,2410,1290,8068,80,1190,870
0,0.65,745,12115,17128,15189,12809,72,1788,269
0,1.5,747,17347,18764,10622,10282,72,1923,270
0,1.26,744,3979,17404,17446,13450,84,1757,325
0,2.14,748,7049,18926,17794,8589,36,932,289
1,5.3,748,3877,12657,9713,5602,68,1031,1024
1,3.95,742,2361,1794,1175,1528,80,1195,960
0,3.54,748,6757,7153,6131,11023,60,887,460
1,7.21,748,15824,12539,7476,18207,68,1217,413
1,1.96,744,202,10095,12551,7756,72,1074,1024
1,6.95,746,5051,5409,3612,10550,60,1194,347
1,1.31,745,13428,20451,17647,12605,64,1642,310
0,4.44,743,5521,10467,9606,18133,60,890,635
1,5.81,744,7165,9779,10563,6469,200,3081,1024
0,1.23,745,10584,14605,13788,9441,60,1539,270
1,5.02,739,912,1246,1065,2553,68,1028,1024
0,0.61,750,19439,19438,11479,11861,84,2157,292
1,9.71,745,1065,1064,1004,4293,68,1024,1024
0,1.47,745,11294,8303,13558,14218,116,2413,322
0,1.27,749,16130,14714,11087,10941,68,1587,297
1,6.08,746,7364,10843,6449,2922,84,1253,1024
0,5.12,749,4384,14957,18095,15415,60,1060,415
0,4.59,744,11550,18706,12521,6780,40,772,399
1,5.22,750,14929,19489,17950,12878,96,1446,923
1,0.99,745,10502,17907,15007,6805,28,705,287
1,4.79,751,10593,18294,15821,9253,56,845,594
1,4.95,749,9264,17403,14645,6869,40,847,333
1,1.15,747,10422,12254,8279,10431,84,1261,638
0,3.16,749,13363,12445,10595,11896,96,1923,337
0,2.88,750,3902,14059,13925,12394,104,2173,332
0,5.83,748,10296,7815,5009,17775,80,1227,514
0,5.54,748,5334,13597,16358,7456,60,898,703
1,1.3,743,4857,4879,6108,8115,72,1063,824
1,6.65,743,9205,10722,6165,15568,60,1011,472
1,4.91,739,1201,2214,1281,1816,80,1192,1024
0,5.49,744,7766,16925,14762,5385,40,805,340
1,5.96,747,2377,2959,2628,2215,80,1203,1024
0,6.55,747,6866,19147,18704,10646,84,1251,886
1,6.01,743,6406,5253,7890,2667,276,4256,1025
1,5.06,743,2734,7458,9865,2805,68,1030,1024
1,5.28,745,132,16871,15129,8829,72,1080,885
0,3.49,746,8484,8906,6567,11327,44,659,501
0,1.38,749,12149,16748,17596,9383,40,995,277
1,5.18,748,4495,6229,3693,9167,72,1065,1024
0,1.57,744,17659,17931,10477,9290,84,2155,268
1,6.4,751,142,15745,16331,9010,64,962,886
1,4.04,744,7416,3963,2623,2760,80,1191,1024
1,2.91,748,6188,7481,7112,5293,80,1185,1024
0,2.54,750,5703,14056,12610,15801,120,2615,341
1,3.56,748,7225,5262,5686,6754,72,1088,1024
1,3.41,744,177,12767,14875,15138,72,1070,667
1,6.91,748,17537,14622,10367,19929,76,1124,567
0,1.3,749,16844,17314,13173,9414,72,1835,260
0,1.02,747,6783,12379,17003,12842,48,1003,334
1,6.78,745,3289,3517,4521,8184,48,764,426
1,8.19,746,7752,7043,5286,19161,72,1060,840
1,3.29,740,3053,6651,4848,4895,72,1080,1024
1,3.41,743,3462,3695,2615,6713,88,1303,1024
0,0.83,746,17938,18416,15244,10233,56,1491,267
1,10.94,734,2892,2963,2832,2025,80,1192,1024
1,5.76,746,11161,11620,10461,4387,168,2635,1024
0,1.14,748,19825,19970,17571,12703,68,1792,293
0,4.98,745,11621,3502,5368,19086,60,892,533
1,3.53,744,3105,9761,12311,6488,80,1207,1024
0,3.24,743,9366,4197,4410,9605,52,1080,356
1,5.84,744,6757,8698,6778,3001,76,1131,1024
0,2.02,750,15136,19179,13557,12857,52,1037,382
0,4.73,747,5641,8918,8478,23841,96,1437,589
1,4.85,746,2365,1440,2359,6941,60,881,588
1,1.99,749,5539,5532,3544,18285,52,833,463
0,4.88,748,14685,12230,7800,31955,116,1718,586
0,0.24,750,17806,19315,16677,13190,76,1933,289
1,7.52,742,5106,7330,6151,8759,68,1021,1025
1,6.56,737,5476,5454,6602,3300,232,3587,1025
0,1.88,751,4564,16398,17211,7108,48,1253,262
1,7.26,736,1204,2228,2236,12737,84,1234,1024
0,4.01,746,16773,15076,11133,10222,68,1015,562
1,6.0,742,4030,1942,3747,24735,72,1074,828
0,2.25,747,5229,18074,15930,10537,80,1743,330
1,1.11,746,8942,2216,4814,11129,64,964,942
1,3.49,745,7480,10893,10929,8134,72,1069,1024
0,0.48,746,17295,16606,14295,11851,92,2251,272
0,3.22,745,5089,15161,19212,15742,56,1000,421
0,1.57,746,13187,16911,12098,9417,64,1534,276
1,8.76,746,3128,1437,2887,8449,76,1140,1025
0,0.92,746,4472,17879,17581,10798,124,3288,265
1,8.39,741,2826,1902,1132,12448,72,1060,846
0,5.56,748,5518,13104,18765,8675,68,1026,531
0,2.11,749,5162,12841,10438,13429,112,2763,311
1,4.34,743,11443,11904,10838,10430,60,893,822
1,3.15,740,4508,464,922,16032,52,789,751
1,2.25,749,10817,9933,6065,11088,56,837,670
1,4.32,739,1487,3019,1961,1410,92,1360,992
1,5.23,740,3655,3228,2278,4718,88,1309,1024
1,7.24,750,12037,16504,12142,11907,60,1006,405
1,4.37,747,11764,12511,8616,6262,68,1032,1024
0,2.57,745,11519,17978,13331,11782,60,1294,320
1,3.16,742,549,5289,4857,3752,76,1146,1024
1,0.99,750,19205,19072,11832,9447,80,2069,294
0,2.33,745,8778,20017,19255,12702,64,1529,325
0,2.5,749,16362,19163,15642,11507,60,1389,328
1,1.1,750,17105,4913,7077,8986,48,807,420
0,1.64,749,7733,17728,11416,7682,40,926,313
1,4.99,742,4927,4477,2996,3326,76,1125,1024
1,3.56,746,17399,19246,12670,9183,68,1011,825
0,4.92,744,12750,17926,12006,7822,52,786,496
0,5.66,744,3720,7507,5226,16717,60,900,502
1,8.09,739,4326,4352,3514,10247,72,1078,1024
0,3.66,745,12010,18406,13505,9780,52,782,575
1,3.83,743,4305,9367,8817,4747,72,1078,1024
0,1.15,749,9452,17311,17222,10879,60,1534,263
0,4.88,751,7164,15973,16257,11888,60,896,498
1,4.62,746,13858,16661,10538,9176,60,887,575
0,2.34,749,8316,17446,15501,10503,40,801,358
0,1.25,746,16976,17405,12915,11700,76,1881,272
1,2.25,743,4816,2543,1531,10852,64,953,708
0,2.29,751,14505,5219,12374,10846,68,1415,317
1,6.66,743,2526,6352,3857,1570,256,3991,1024
1,4.25,741,3462,3935,2669,14648,64,946,695
0,0.71,750,16638,18717,13207,14388,116,2961,299
0,4.67,750,3372,7375,6094,11114,96,1913,341
0,2.14,751,5885,17758,14511,16280,100,2005,364
0,2.04,745,16886,18729,16670,15128,68,1574,333
1,2.73,747,5677,2174,1496,8778,44,705,437
1,5.55,744,876,2202,1976,1482,80,1216,1024
0,2.27,748,3497,19273,19247,13261,96,2282,310
1,1.19,744,1540,1806,1601,7751,44,661,476
1,3.67,749,4300,6996,3887,1739,84,1254,992
1,3.1,744,11753,3929,3888,7674,64,961,802
0,3.47,750,9935,13320,8733,20862,116,1745,523
1,4.27,742,7773,6183,4440,8066,52,783,600
0,2.06,749,8355,3969,2922,12228,72,1867,303
0,2.59,745,3635,15573,9785,12577,44,794,390
0,3.2,747,11600,11825,7944,14141,56,944,427
0,0.53,744,19555,19091,15378,11839,88,2329,289
1,3.24,747,6855,7845,6052,15095,52,793,597
0,1.08,749,18581,19105,15213,11929,80,2123,281
0,4.69,749,10707,7401,7715,16781,100,1515,454
0,6.18,746,14898,16642,13042,22058,132,1955,535
0,6.13,751,8597,8553,11918,20656,104,1595,581
1,6.82,750,234,15290,17619,10782,44,662,584
1,7.92,747,5203,137,2029,1429,76,1126,1024
0,4.46,744,6252,14790,9712,9918,84,1273,504
0,1.01,749,16711,17958,16208,10790,64,1703,266
0,0.85,750,7881,18739,15119,12229,72,1900,272
0,1.26,747,17325,18795,15777,10823,96,2552,268
0,0.62,745,16458,18809,13358,11061,72,1918,275
0,2.63,747,16755,1860,6981,8268,44,1054,281
1,6.77,747,4217,2519,2224,19680,68,1013,815
1,1.41,746,11871,1066,2323,13944,56,840,648
1,1.96,744,9072,10216,7338,9295,48,811,416
1,3.34,747,4606,3189,2272,2344,84,1256,1024
0,1.71,746,5698,18667,17632,9617,40,1077,273
0,1.97,744,4957,7098,12172,15041,72,1074,561
1,5.34,725,3553,2412,1872,2463,76,1137,1024
0,0.84,750,15499,16633,9438,11758,104,2545,259
1,9.87,744,1989,3799,4257,8587,76,1129,1025
0,1.21,744,771,17702,16683,12018,60,1427,296
1,2.25,751,5062,13360,13989,11507,128,1974,525
1,5.3,724,215,1960,2101,1241,72,1079,928
1,2.35,745,6875,2905,3848,8216,60,894,679
0,4.99,750,7708,16866,15549,11807,64,951,588
1,5.84,743,8467,9522,5548,4781,104,1566,1024
1,7.41,743,1926,1732,1824,6779,64,972,1024
1,7.1,738,629,2358,2926,4383,80,1182,1024
1,3.61,744,4672,4203,3588,15460,56,837,691
1,4.89,747,7948,20097,14457,8166,76,1376,460
0,4.87,749,4961,16614,11283,10626,48,909,358
1,1.54,747,5618,18412,17577,10220,44,842,392
1,2.05,742,2604,3611,2722,2057,76,1134,1024
0,6.41,743,4221,2651,5796,1178,80,1184,1024
0,3.59,747,3582,12398,9060,9717,56,1325,287
0,0.39,747,12904,12101,7439,15695,92,1998,348
0,0.79,745,17423,19136,17627,10716,112,2924,277
1,3.65,747,14848,19813,16812,13416,92,1366,916
0,1.79,746,7732,17485,14377,9840,92,2292,279
1,6.13,743,3944,3550,3301,2110,108,1628,1024
1,6.36,745,8546,5510,5715,22122,60,908,851
0,0.94,744,14257,7346,9648,10248,44,1143,291
0,1.05,748,3632,14366,11523,10339,44,917,323
0,2.04,748,11271,19082,18050,12962,48,1204,302
0,4.7,751,7067,17000,19641,12984,72,1065,549
0,5.8,745,14030,2663,4002,12662,92,1920,362
1,4.74,744,5766,7470,5269,9877,68,1051,1024
1,1.25,750,4852,7100,8655,8467,56,835,541
0,1.32,750,16791,17058,11940,12102,124,3282,265
0,4.75,744,17103,18246,10748,8654,40,847,341
0,0.88,746,17072,18998,15781,11112,76,2011,272
0,2.32,746,5505,10507,16171,12197,100,2546,270
0,3.42,744,16560,13774,11888,7671,40,692,387
0,2.29,746,5973,13714,10292,13885,104,2044,360
0,3.62,744,10833,17049,10295,7463,64,960,547
0,2.04,746,7273,13421,8187,13855,88,2105,332
1,4.14,745,14225,17370,14079,7797,32,714,321
0,2.68,749,1580,16450,16568,13464,76,1655,302
1,3.08,748,13732,18635,13499,12922,68,1006,718
0,2.83,746,14756,15788,14367,17015,92,1386,475
1,11.82,731,1400,1775,1213,1427,64,969,992
0,5.06,747,11025,17282,13949,6933,52,779,475
1,1.51,745,5427,8660,7371,7449,68,1021,1024
1,6.09,748,7614,10518,6532,2238,80,1194,1024
0,1.73,750,13778,16106,17166,12855,120,3180,278
1,4.41,748,2891,1973,2573,822,68,1025,1024
1,10.14,744,5439,5785,4254,5017,68,1029,1024
0,4.07,751,9436,9221,9156,8528,52,1040,331
1,4.56,740,2996,1878,1792,11381,72,1093,1024
0,1.37,748,2917,10689,6877,9853,80,1921,282
1,5.69,740,1519,2165,1958,2429,76,1136,1024
0,3.73,750,10688,14445,19015,11064,72,1524,351
1,1.19,745,4249,17375,19771,9653,44,1007,349
1,5.92,751,95,18513,12479,11403,56,840,649
1,4.79,745,3513,3226,1872,6850,52,774,620
0,2.25,748,13385,18716,11745,9854,44,932,362
1,1.15,749,2263,12508,11055,14633,48,917,376
1,1.84,743,6816,4199,3947,15782,68,1022,1024
1,0.83,746,12073,7240,7127,12807,52,791,720
0,5.0,747,4115,16189,18113,8206,60,909,551
1,7.21,739,3408,3083,2234,6754,68,1024,1024
